602-584403586253135874 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-582585242726334464 Pilot Why take the Germanwings crash personally avgeek [u'pilot', u'why', u'take', u'the', u'germanwings', u'crash', u'personally', u'avgeek'] 0.0
602-584530841675628544 Francia por terminada squeda cad veres del avi Germanwings [u'francia', u'por', u'terminada', u'squeda', u'cad', u'veres', u'del', u'avi', u'germanwings'] 0.0
602-584541783939514368 Francia por acabada squeda cuerpos del accidente Germanwings [u'francia', u'por', u'acabada', u'squeda', u'cuerpos', u'del', u'accidente', u'germanwings'] 0.0
602-595963948257574914 Germanwings pilot Andreas Lubitz practiced descent previous flight investigators confirm http [u'germanwings', u'pilot', u'andreas', u'lubitz', u'practiced', u'descent', u'previous', u'flight', u'investigators', u'confirm', u'http'] 0.0
602-595958337138634752 Investigators say Germanwings pilot rehearsed crash outbound flight [u'investigators', u'say', u'germanwings', u'pilot', u'rehearsed', u'crash', u'outbound', u'flight'] 0.0
602-592494123413872640 minutos Recalde anunciar nuevo avi que compr Germanwings [u'minutos', u'recalde', u'anunciar', u'nuevo', u'avi', u'que', u'compr', u'germanwings'] 0.0
602-645999732893057024 Nadie Espa odia los catalanes Clar clar1 1000 tuits Catalan fobs morts GermanWings [u'nadie', u'espa', u'odia', u'los', u'catalanes', u'clar', u'clar1', u'1000', u'tuits', u'catalan', u'fobs', u'morts', u'germanwings'] 0.0
602-586210041193074688 cat strofe Germanwings resultado ataque inform tico [u'cat', u'strofe', u'germanwings', u'resultado', u'ataque', u'inform', u'tico'] 0.0
602-588333322180366337 Some aviation experts believe the Germanwings crash was caused hackers not Andreas Lubitz http [u'some', u'aviation', u'experts', u'believe', u'the', u'germanwings', u'crash', u'was', u'caused', u'hackers', u'not', u'andreas', u'lubitz', u'http'] 0.0
602-596640196843556864 Investigators say Germanwings pilot practiced rapid descent earlier flight day crash [u'investigators', u'say', u'germanwings', u'pilot', u'practiced', u'rapid', u'descent', u'earlier', u'flight', u'day', u'crash'] 0.0
602-596066419348873217 Not only intentional but premeditated Germanwings pilot rehearsed crashing airliner [u'not', u'only', u'intentional', u'but', u'premeditated', u'germanwings', u'pilot', u'rehearsed', u'crashing', u'airliner'] 0.0
602-593353306396831745 Spain Catholic mass not state funeral Spanish GermanWings [u'spain', u'catholic', u'mass', u'not', u'state', u'funeral', u'spanish', u'germanwings'] 0.0
602-586157781138432000 los tiles que insultaron accidente Germanwings Gobierno les har pagar multa Ahora que salven los [u'los', u'tiles', u'que', u'insultaron', u'accidente', u'germanwings', u'gobierno', u'les', u'har', u'pagar', u'multa', u'ahora', u'que', u'salven', u'los'] 0.0
602-596130035825844226 Andreas Lubitz pilot practiced suicidal plunge that killed all board Germanwings flight [u'andreas', u'lubitz', u'pilot', u'practiced', u'suicidal', u'plunge', u'that', u'killed', u'all', u'board', u'germanwings', u'flight'] 0.0
602-584295355325489152 Buddhism statistics Ursa Minor sgr machinelearning Khnopff Germanwings [u'buddhism', u'statistics', u'ursa', u'minor', u'sgr', u'machinelearning', u'khnopff', u'germanwings'] 0.0
602-584289849651236864 statistics Fisher test sgr Quantum computers machinelearning Khnopff Germanwings [u'statistics', u'fisher', u'test', u'sgr', u'quantum', u'computers', u'machinelearning', u'khnopff', u'germanwings'] 0.0
602-590179217247076352 Louise Moillon Market Stall Paintings Germanwings TouchTheSky [u'louise', u'moillon', u'market', u'stall', u'paintings', u'germanwings', u'touchthesky'] 0.0
602-595946661370793984 Germanwings pilot practiced setting aircraft descent 100 feet investigators report [u'germanwings', u'pilot', u'practiced', u'setting', u'aircraft', u'descent', u'100', u'feet', u'investigators', u'report'] 0.0
602-596273321865543680 Ratifica reporte franc intencionalidad del copiloto Germanwings [u'ratifica', u'reporte', u'franc', u'intencionalidad', u'del', u'copiloto', u'germanwings'] 0.0
602-595827670925111296 Guten Morgen Ein Bericht zur Germanwings Katastrophe enth llt Lubitz probte den Absturz [u'guten', u'morgen', u'ein', u'bericht', u'zur', u'germanwings', u'katastrophe', u'enth', u'llt', u'lubitz', u'probte', u'den', u'absturz'] 0.0
602-584383399986495488 Copiloto Germanwings aceler avi antes estrellarse [u'copiloto', u'germanwings', u'aceler', u'avi', u'antes', u'estrellarse'] 0.0
602-609593938354176000 Germanwings Germanwings Sorrow Revisits Town Students Killed Germanwings Crash Are http [u'germanwings', u'germanwings', u'sorrow', u'revisits', u'town', u'students', u'killed', u'germanwings', u'crash', u'are', u'http'] 0.0
602-587519687564591105 Whatever the cause the Germanwings tragedy not depression All you rely people with depression ever [u'whatever', u'the', u'cause', u'the', u'germanwings', u'tragedy', u'not', u'depression', u'all', u'you', u'rely', u'people', u'with', u'depression', u'ever'] 0.0
602-621288672223227904 makemestats impact drame Germanwings sur ses seaux sociaux Viral [u'makemestats', u'impact', u'drame', u'germanwings', u'sur', u'ses', u'seaux', u'sociaux', u'viral'] 0.0
602-647803312318906368 Commission will launch claim Germany safety authority amp licenses pilot system due issues after Germanwings crash France [u'commission', u'will', u'launch', u'claim', u'germany', u'safety', u'authority', u'amp', u'licenses', u'pilot', u'system', u'due', u'issues', u'after', u'germanwings', u'crash', u'france'] 0.0
602-584395062911627264 Interessante Analyse deutscher Sonderheiten Ist Aufarbeitung Germanwings Crash typisch deutsch http [u'interessante', u'analyse', u'deutscher', u'sonderheiten', u'ist', u'aufarbeitung', u'germanwings', u'crash', u'typisch', u'deutsch', u'http'] 0.0
602-612831041275994112 Repost malte ready for boarding love germanwings crewview airbus smile follow [u'repost', u'malte', u'ready', u'for', u'boarding', u'love', u'germanwings', u'crewview', u'airbus', u'smile', u'follow'] 0.0
602-590200824674004992 A320 Germanwings [u'a320', u'germanwings'] 0.0
602-592892859109527552 espagne Representantes los servicios rescate con lado los familiares las ctimas Germanwings [u'espagne', u'representantes', u'los', u'servicios', u'rescate', u'con', u'lado', u'los', u'familiares', u'las', u'ctimas', u'germanwings'] 0.0
602-589374473125658624 acte homenatge les ctimes del vol Germanwings far Sagrada Fam lia [u'acte', u'homenatge', u'les', u'ctimes', u'del', u'vol', u'germanwings', u'far', u'sagrada', u'fam', u'lia'] 0.0
602-609383667153149952 Mal sehen jemand hieraus irgendeinen Skandal Zusammenhang mit GermanWings machen wird [u'mal', u'sehen', u'jemand', u'hieraus', u'irgendeinen', u'skandal', u'zusammenhang', u'mit', u'germanwings', u'machen', u'wird'] 0.0
602-623361512887988224 Guten Morgen Der Wut Brief der Angeh rigen der Germanwings Opfer den Lufthansa Chef [u'guten', u'morgen', u'der', u'wut', u'brief', u'der', u'angeh', u'rigen', u'der', u'germanwings', u'opfer', u'den', u'lufthansa', u'chef'] 0.0
602-588402107474120704 The shocking Germanwings crash prompting some unusual aviation ideas from Germany via [u'the', u'shocking', u'germanwings', u'crash', u'prompting', u'some', u'unusual', u'aviation', u'ideas', u'from', u'germany', u'via'] 0.0
602-587194243782987776 Sollte dies agg BND Schreiben authentisch sein dann haben wir eine echte handfeste Krise germanwings islam http [u'sollte', u'dies', u'agg', u'bnd', u'schreiben', u'authentisch', u'sein', u'dann', u'haben', u'wir', u'eine', u'echte', u'handfeste', u'krise', u'germanwings', u'islam', u'http'] 0.0
602-584333505921949696 Prizemljili avion GermanWings Stuttgart sumnja procurilo gorivo [u'prizemljili', u'avion', u'germanwings', u'stuttgart', u'sumnja', u'procurilo', u'gorivo'] 0.0
602-596028128394346496 REPORT Germanwings 4U9525 Andreas Lubitz practiced rapid descent previous flight [u'report', u'germanwings', u'4u9525', u'andreas', u'lubitz', u'practiced', u'rapid', u'descent', u'previous', u'flight'] 0.0
602-598925764298285056 Hay relaci entre accidente tren Amtrak188 con avi Germanwings [u'hay', u'relaci', u'entre', u'accidente', u'tren', u'amtrak188', u'con', u'avi', u'germanwings'] 0.0
602-584426554698108928 Biggest Metropole Europe Rotterdam NYCFC NewYork A27 BVBFCB dvdzzp ehccc2015 FutureCup Germanwings [u'biggest', u'metropole', u'europe', u'rotterdam', u'nycfc', u'newyork', u'a27', u'bvbfcb', u'dvdzzp', u'ehccc2015', u'futurecup', u'germanwings'] 0.0
602-587339988477599746 BREAKING Germanwings pilot cancels flight after BombThreat [u'breaking', u'germanwings', u'pilot', u'cancels', u'flight', u'after', u'bombthreat'] 0.0
602-622272052595150848 nowplaying banj Knocking Door Won CLICK HERE Lyth Ashes2015 Germanw [u'nowplaying', u'banj', u'knocking', u'door', u'won', u'click', u'here', u'lyth', u'ashes2015', u'germanw'] 0.0
602-622383040040448000 Ayo Jay Your Number Fetty WapCLICK HERE Lyth Ashes2015 Germanwings [u'ayo', u'jay', u'your', u'number', u'fetty', u'wapclick', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622264574688010240 nowplaying Ozone Look Ozone Look Twice BOJ CLICK HERE Lyth Ashes2015 Germanwings [u'nowplaying', u'ozone', u'look', u'ozone', u'look', u'twice', u'boj', u'click', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622435413890875396 Wizkid Ojuelegba Remix Drake amp Skepta CLICK HERE Lyth Ashes2015 Germanwings [u'wizkid', u'ojuelegba', u'remix', u'drake', u'amp', u'skepta', u'click', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-612501304863125504 Looking the 4U9525 crash scene the French Alps brings home the reality this aviation tragedy Germanwings htt [u'looking', u'the', u'4u9525', u'crash', u'scene', u'the', u'french', u'alps', u'brings', u'home', u'the', u'reality', u'this', u'aviation', u'tragedy', u'germanwings', u'htt'] 0.0
602-582582179022110720 You not suicidally depressed you take 149 people with you You homicidal sociopath Let not demonise depres [u'you', u'not', u'suicidally', u'depressed', u'you', u'take', u'149', u'people', u'with', u'you', u'you', u'homicidal', u'sociopath', u'let', u'not', u'demonise', u'depres'] 0.0
602-585686911471247361 KURIER Flug 4U9525 Mischte der Germanwings Pilot dem Kapit etwas mit harntreibender Wirkung den Kaffee [u'kurier', u'flug', u'4u9525', u'mischte', u'der', u'germanwings', u'pilot', u'dem', u'kapit', u'etwas', u'mit', u'harntreibender', u'wirkung', u'den', u'kaffee'] 0.0
602-595915058107916289 Germanwings pilot may have practised rapid descent report GermanwingsCrashRead the story [u'germanwings', u'pilot', u'may', u'have', u'practised', u'rapid', u'descent', u'report', u'germanwingscrashread', u'the', u'story'] 0.0
602-611229792285798400 God with all you indeepsorrow Germanwings [u'god', u'with', u'all', u'you', u'indeepsorrow', u'germanwings'] 0.0
602-606917054545948672 Germanwings Pilot Contacted Dozens Doctors Ahead Disaster via [u'germanwings', u'pilot', u'contacted', u'dozens', u'doctors', u'ahead', u'disaster', u'via'] 0.0
602-624674884015235072 Germanwings mois apr crash hommage aux victimes rendu Vernet [u'germanwings', u'mois', u'apr', u'crash', u'hommage', u'aux', u'victimes', u'rendu', u'vernet'] 0.0
602-609132736851390465 rzte Jahren Lufthansa wird Antworten geben ssen Germanwings [u'rzte', u'jahren', u'lufthansa', u'wird', u'antworten', u'geben', u'ssen', u'germanwings'] 0.0
602-589827505655324672 evolution Imaginaos accidente avi como Germanwings veces seguidas diferencia que los 700 son Los nadies [u'evolution', u'imaginaos', u'accidente', u'avi', u'como', u'germanwings', u'veces', u'seguidas', u'diferencia', u'que', u'los', u'700', u'son', u'los', u'nadies'] 0.0
602-586423512685907970 MYTHO JOUR Crash Airbus A320 Germanwings Une mythomane parmi les familles victimes [u'mytho', u'jour', u'crash', u'airbus', u'a320', u'germanwings', u'une', u'mythomane', u'parmi', u'les', u'familles', u'victimes'] 0.0
602-587318123826651136 Germanwings aereo partenza Colonia Bonn per Milano Malpensa evacuato per allarme bomba http [u'germanwings', u'aereo', u'partenza', u'colonia', u'bonn', u'per', u'milano', u'malpensa', u'evacuato', u'per', u'allarme', u'bomba', u'http'] 0.0
602-587862307214139392 Supprimons les voitures car 4000 morts par supprimons les avions car Germanwings pense PJLRenseignement [u'supprimons', u'les', u'voitures', u'car', u'4000', u'morts', u'par', u'supprimons', u'les', u'avions', u'car', u'germanwings', u'pense', u'pjlrenseignement'] 0.0
602-584432720194834432 Why the media avoiding the use the word TERRORIST when comes AndreasLubitz Germanwings GermanWingsCrash [u'why', u'the', u'media', u'avoiding', u'the', u'use', u'the', u'word', u'terrorist', u'when', u'comes', u'andreaslubitz', u'germanwings', u'germanwingscrash'] 0.0
602-629039102000762880 Been military pilot since 1994 The notion pilot suicide was hard fathom GermanWings makes suicide leading con [u'been', u'military', u'pilot', u'since', u'1994', u'the', u'notion', u'pilot', u'suicide', u'was', u'hard', u'fathom', u'germanwings', u'makes', u'suicide', u'leading', u'con'] 0.0
602-587185427884412928 BREKEND Volgens Duits ministerie had piloot zich wel degelijk tot islam bekeerd Germanwings [u'brekend', u'volgens', u'duits', u'ministerie', u'had', u'piloot', u'zich', u'wel', u'degelijk', u'tot', u'islam', u'bekeerd', u'germanwings'] 0.0
602-597147258547785728 geann vluchten dgn zonder enige info hulp service eindelijk thuis met zelfgeregelde tickets nooitmeer Germanwings Lufthansa [u'geann', u'vluchten', u'dgn', u'zonder', u'enige', u'info', u'hulp', u'service', u'eindelijk', u'thuis', u'met', u'zelfgeregelde', u'tickets', u'nooitmeer', u'germanwings', u'lufthansa'] 0.0
602-584405787784675329 Avi Germanwings debi bajar por una rdida aceite [u'avi', u'germanwings', u'debi', u'bajar', u'por', u'una', u'rdida', u'aceite'] 0.0
602-587320780733689856 Eil Gegen einen Flug von Germanwings von Bonn nach Mailand ist eine Bombendrohung eingegangen [u'eil', u'gegen', u'einen', u'flug', u'von', u'germanwings', u'von', u'bonn', u'nach', u'mailand', u'ist', u'eine', u'bombendrohung', u'eingegangen'] 0.0
602-584343254834909184 segunda caja negra confirma que Andreas Lubitz copiloto Germanwings aceler avi descenso [u'segunda', u'caja', u'negra', u'confirma', u'que', u'andreas', u'lubitz', u'copiloto', u'germanwings', u'aceler', u'avi', u'descenso'] 0.0
602-596115516223135744 Quenosetepase Copiloto que estrell avi Germanwings hab ensayado confirman autoridades [u'quenosetepase', u'copiloto', u'que', u'estrell', u'avi', u'germanwings', u'hab', u'ensayado', u'confirman', u'autoridades'] 0.0
602-644843708370710528 Andreas Lubitz piloto del avi siniestrado Germanwings llevaba diario momentos felices Der Spiegel [u'andreas', u'lubitz', u'piloto', u'del', u'avi', u'siniestrado', u'germanwings', u'llevaba', u'diario', u'momentos', u'felices', u'der', u'spiegel'] 0.0
602-585705798501855232 Germanwings Absturz und die Frage der Entsch digungen Germanwings 4U9525 [u'germanwings', u'absturz', u'und', u'die', u'frage', u'der', u'entsch', u'digungen', u'germanwings', u'4u9525'] 0.0
602-618062361816080385 4U9525 Trauerfeier Germanwings Opfer Absturzregion Juli via [u'4u9525', u'trauerfeier', u'germanwings', u'opfer', u'absturzregion', u'juli', u'via'] 0.0
602-609053612359229440 Crash avion Germanwings Andreas Lubitz avait decins cinq ans JDD [u'crash', u'avion', u'germanwings', u'andreas', u'lubitz', u'avait', u'decins', u'cinq', u'ans', u'jdd'] 0.0
602-595842386980384768 Lehti Turmakoneen per mies harjoitteli lentokorkeuden pudottamista saman aiemmalla lennolla germanwings [u'lehti', u'turmakoneen', u'per', u'mies', u'harjoitteli', u'lentokorkeuden', u'pudottamista', u'saman', u'aiemmalla', u'lennolla', u'germanwings'] 0.0
602-634382968736325632 Willkommen zuhause Wir Terminal Gep Terminal Flughafenpersonal Jedenfalls nicht hier TXL germanwings lostinTegel [u'willkommen', u'zuhause', u'wir', u'terminal', u'gep', u'terminal', u'flughafenpersonal', u'jedenfalls', u'nicht', u'hier', u'txl', u'germanwings', u'lostintegel'] 0.0
602-600879912879259648 Ich bin tiefst ersch ttert ber diese schreckliche Nachricht Mein Beileid alle Angeh rigen amp Opfer 4U9525 Germanwings [u'ich', u'bin', u'tiefst', u'ersch', u'ttert', u'ber', u'diese', u'schreckliche', u'nachricht', u'mein', u'beileid', u'alle', u'angeh', u'rigen', u'amp', u'opfer', u'4u9525', u'germanwings'] 0.0
